biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_LAT_poly,loc_LONG_poly,biz_phone,web_url,f_emergency,biz_bedcount
Fulton County Medical Center,,216 S 1st St,Mcconnellsburg,PA,17233,USA,Fulton,39.931075,-78.001693,(717) 485-3155,,,96
Geisinger Wyoming Vly Med Ctr,,1000 E Mountain Dr,Wilkes-Barre,PA,18702,USA,Luzerne,41.256729,-75.811701,(570) 826-7300,http://www.geisinger.edu,,111
Germantown Hosp & Comm Servs,,1 Penn Blvd,Philadelphia,PA,19144,USA,Philadelphia,40.040126,-75.160516,(215) 951-8000,,,132
Good Shepherd Rehab Hospital,,543 Saint John St,Allentown,PA,18103,USA,Lehigh,40.592601,-75.46566,(610) 776-3120,http://www.goodshepherdrehab.org,,75
Graduate Hospital,,"UA Riverview Plaza 17, 1400 S Christopher Columbus Blvd",Philadelphia,PA,19147,USA,Philadelphia,39.92986,-75.144477,(215) 893-2000,,,198
Hahnemann University Hospital,,N Broad St &amp; Vine St,Philadelphia,PA,19102,USA,Philadelphia,39.95808,-75.162359,(215) 762-7000,http://www.auhs.edu,,540
Harrisburg State Hospital,,2101 Cameron Pkwy,Harrisburg,PA,17104,USA,Dauphin,40.2504381,-76.8504154,(717) 772-7455,,,330
Hazleton-St Joseph Medical Ctr,,687 N Church St,Hazleton,PA,18201,USA,Luzerne,40.965113,-75.975591,(570) 501-6000,http://www.ghha.org,,120
Healthsouth Grtr Pitts Rehab,,2380 McGinley Rd,Monroeville,PA,15146,USA,Allegheny,40.424103,-79.744699,(412) 856-2400,http://www.healthsouth.com,,89
Healthsouth Harmarville Hosp,,Guys Run Road,Pittsburgh,PA,15238,USA,Allegheny,40.547024,-79.856722,(412) 781-5700,http://www.harmarville.org,,202
Healthsouth Lake Erie Inst,,143 E 2nd St,Erie,PA,16507,USA,Erie,42.134076,-80.085309,(814) 453-5602,,,99
Healthsouth Nittany Hospital,,550 E College Ave,Pleasant Gap,PA,16823,USA,Centre,40.878023,-77.72784,(814) 359-3421,,,87
Healthsouth Rehab Hosp Of York,,1850 Normandie Dr,York,PA,17408,USA,York,39.981116,-76.782052,(717) 767-6941,,,90
Healthsouth Rehab Hospital,,1623 Morgantown Rd,Reading,PA,19607,USA,Berks,40.291267,-75.924323,(610) 796-6000,http://www.healthsouth.com,,95
Healthsouth Rehab Hospital,,2005 Valley View Blvd,Altoona,PA,16602,USA,Blair,40.49784,-78.392165,(814) 944-3535,,,70
Healthsouth Rehab Hospital,,303 Camp Meeting Rd,Sewickley,PA,15143,USA,Allegheny,40.572469,-80.201354,(412) 741-9500,http://www.healthsouth.com,,44
Healthsouth Rehabilitation,,175 Lancaster Blvd,Mechanicsburg,PA,17055,USA,Cumberland,40.210804,-76.974626,(717) 691-3700,,,103
Holy Redeemer Hosp And Med Ctr,,1648 Huntingdon Pike,Jenkintown,PA,19046,USA,Montgomery,40.084469,-75.093597,(215) 947-3000,http://www.holyredeemer.com,,233
Horsham Clinic,,722 E Butler Pike,Ambler,PA,19002,USA,Montgomery,40.159613,-75.214524,(215) 643-7800,,,138
Hospital Of The Univ Of Pa,,3400 Spruce St,Philadelphia,PA,19104,USA,Philadelphia,39.950346,-75.192909,(215) 662-4000,http://www.med.upenn.edu,,628
Jeannette District Mem Hosp,,600 Jefferson Ave,Jeannette,PA,15644,USA,Westmoreland,40.319655,-79.611809,(724) 527-3551,http://www.jdmh.org/,,137
Jersey Shore Hospital,,1020 Thompson St,Jersey Shore,PA,17740,USA,Lycoming,41.201712,-77.268012,(570) 398-0100,,,50
John F Kennedy Mem Hospital,,E Cheltenham Ave &amp; Langdon St,Philadelphia,PA,19124,USA,Philadelphia,40.03559,-75.091039,(215) 831-7000,,,141
John Heinz Institute Of Rehab,,150 Mundy St,Wilkes Barre Township,PA,18702,USA,Luzerne,41.244337,-75.853912,(570) 826-3800,http://www.allied-services.org,,112
Kane Community Hospital,,N Fraley St,Kane,PA,16735,USA,McKean,41.6661267,-78.8118358,(814) 837-8585,http://www.kanehosp.com,,39
Keystone Center,,2001 Providence Ave,Chester,PA,19013,USA,Delaware,39.865102,-75.361176,(610) 876-9000,,,84
Kindred Hospital-Philadelphia,,6129 Palmetto St,Philadelphia,PA,19111,USA,Philadelphia,40.045637,-75.097624,(215) 722-8555,http://www.vencor.com,,52
Kindred Hospital-Pittsburgh,,7777 Steubenville Pike,Oakdale,PA,15071,USA,Allegheny,40.439995,-80.209772,(412) 494-5500,http://www.vencor.com,,63
Lancaster Gen Hosp-Susquehanna,,306 N 7th St,Columbia,PA,17512,USA,Lancaster,40.039117,-76.500235,(717) 684-2841,http://www.lha.org,,62
Latrobe Area Hospital,,121 W 2nd Ave,Latrobe,PA,15650,USA,Westmoreland,40.321646,-79.393534,(724) 537-1000,http://www.lah.com,,211
Lehigh Valley Hospital,,1200 S Cedar Crest Blvd,Allentown,PA,18103,USA,Lehigh,40.566629,-75.518766,(610) 402-8000,http://www.lvh.com,,543
Lifecare Hosp Of Pittsburgh,,225 Penn Ave,Pittsburgh,PA,15210,USA,Allegheny,40.413924,-79.983995,(412) 247-2424,,,152
Livengrin Foundation,,4833 Hulmeville Rd,Bensalem,PA,19020,USA,Bucks,40.118712,-74.92992,(215) 638-5200,,,76
Magee Rehabilitation Hospital,,1513 Race St,Philadelphia,PA,19102,USA,Philadelphia,39.956571,-75.165051,(215) 587-3000,http://www.mageerehab.org,,96
Malvern Institute,,940 W King Rd,Malvern,PA,19355,USA,Chester,40.028909,-75.544765,(610) 647-0330,,,53
Mayview State Hospital,,1601 Mayview Rd,Upper St Clair Twp,PA,15017,USA,Allegheny,40.331405,-80.113447,(412) 257-6500,,,469
Meadows Psychiatric Center,,132 The Meadows Dr,Centre Hall,PA,16828,USA,Centre,40.810122,-77.712702,(814) 364-2161,,,101
Med Clg Of Pennsylvania Hosp,,3300 Henry Ave,Philadelphia,PA,19129,USA,Philadelphia,40.013043,-75.183998,(215) 842-6000,,,369
Memorial Hospital,,1 Hospital Dr,Towanda,PA,18848,USA,Bradford,41.783193,-76.450027,(570) 265-2191,http://www.memorialhospital.org,,140
Mercy Community Hospital,,2000 Old West Chester Pike,Havertown,PA,19083,USA,Delaware,39.975947,-75.335724,(610) 853-7000,,,107
Mercy Health System,,1 W Elm St,Conshohocken,PA,19428,USA,Montgomery,40.072809,-75.307434,(610) 567-6000,http://www.mercyhealth.org,,476
Mercy Hospital Of Wilkes-Barre,,25 Church St,Wilkes Barre Township,PA,18702,USA,Luzerne,41.237142,-75.908033,(570) 826-3100,http://www.mhs-nepa.com,,187
Mercy Providence Hospital,,1004 Arch St,Pittsburgh,PA,15212,USA,Allegheny,40.454305,-80.00847,(412) 323-5600,http://www.mercylink.org,,132
Mercy Special Care Hospital,,128 W Washington St,Nanticoke,PA,18634,USA,Luzerne,41.195783,-76.003034,(570) 735-5000,,,38
Metro Health Center,,252 W 11th St,Erie,PA,16501,USA,Erie,42.122783,-80.087029,(814) 870-3400,http://www.metrohc.org,,84
Meyersdale Medical Center,,200 Hospital Dr,Meyersdale,PA,15552,USA,Somerset,39.809445,-79.025071,(814) 634-5911,,,20
Monongahela Valley Hospital,,"1163 Country Club Rd, #Rt 88",Monongahela,PA,15063,USA,Washington,40.182216,-79.916221,(724) 258-1000,http://www.monvalleyhospital.com,,253
Monsour Medical Center,,70 Lincoln Ave,Jeannette,PA,15644,USA,Westmoreland,40.305993,-79.616241,(724) 527-1511,,,137
Montgomery Cnty Emergency Serv,,50 Beech Dr,Norristown,PA,19403,USA,Montgomery,40.135591,-75.355401,(610) 279-6100,,,70
Montgomery Hospital Med Ctr,,1301 Powell St,Norristown,PA,19401,USA,Montgomery,40.123558,-75.336901,(610) 270-2000,,,209
National Hospital For Kids,,5300 Kidspeace Dr,Orefield,PA,18069,USA,Lehigh,40.6481,-75.612044,(610) 799-8800,http://www.kidspeace.org,,72
Norristown State Hospital,,1001 Sterigere St,Norristown,PA,19401,USA,Montgomery,40.129291,-75.348053,(610) 270-1000,,,859
North Philadelphia Hlth System,,N 16th St &amp; W Girard Ave,Philadelphia,PA,19121,USA,Philadelphia,39.97188,-75.162709,(215) 787-9000,,,315
Northwest Medical Center,,174 Bissell Ave,Oil City,PA,16301,USA,Venango,41.432225,-79.702081,(814) 437-7000,http://www.northwesthealthsystem.org,,214
Northwestern Institute,,450 S Bethlehem Pike,Fort Washington,PA,19034,USA,Montgomery,40.134802,-75.213697,(215) 641-5300,,,146
"Philhaven, Behavioral Hlth",,283 Butler Rd,Lebanon,PA,17042,USA,Lebanon,40.266813,-76.46097,(717) 273-8871,http://www.philhaven.com,,70
Pinnaclehealth System,,"17 South Market Square, 6th Fl",Harrisburg,PA,17101,USA,Dauphin,40.2591136,-76.8922729,(717) 782-3131,http://www.pinnaclehealth.org,,795
Pittsburgh Specialty Hospital,,215 S Negley Ave,Pittsburgh,PA,15206,USA,Allegheny,40.461581,-79.931655,(412) 661-0814,,,13
Pottstown Memorial Med Center,,1600 E High St,Pottstown,PA,19464,USA,Montgomery,40.243868,-75.613371,(610) 327-7000,http://www.pmmctr.org,,237
Presby Med Ctr Of Univ Of Pa,,Market St &amp; S 39th St,Philadelphia,PA,19104,USA,Philadelphia,39.95687,-75.199609,(215) 662-8000,http://www.health.upenn.edu/pmc,,272
Reading Hospital And Med Ctr,,Spruce St &amp; S 6th Ave,West Reading,PA,19611,USA,Berks,40.33242,-75.949969,(610) 988-8000,http://www.readinghospital.org,,644
Shriners Hosps For Children,,3551 N Broad St,Philadelphia,PA,19140,USA,Philadelphia,40.006892,-75.151538,(215) 430-4000,,,80
Shriners Hosps For Children,,1645 W 8th St,Erie,PA,16505,USA,Erie,42.113894,-80.120521,(814) 875-8700,,,30
Southwood Psychiatric Hospital,,2575 Boyce Plaza Rd,Pittsburgh,PA,15241,USA,Allegheny,40.320683,-80.113982,(412) 257-2290,,,82
St Agnes Medical Center,,1900 S Broad St,Philadelphia,PA,19145,USA,Philadelphia,39.926755,-75.169224,(215) 339-4100,http://www.stagnesccc.org/,,161
St Christopher's Hospital,,N Front St &amp; W Erie Ave,Philadelphia,PA,19140,USA,Philadelphia,40.00769,-75.127279,(215) 427-5000,,,178
St Francis Hosp Of New Castle,,1000 S Mercer St,New Castle,PA,16101,USA,Lawrence,40.989225,-80.345077,(724) 658-3511,http://www.sfhs.edu,,169
St Francis Hospital Cranberry,,1 Saint Francis Way,Cranberry Twp,PA,16066,USA,Butler,40.682179,-80.100487,(724) 772-5300,,,185
St Francis Medical Center,,400 45th St,Pittsburgh,PA,15201,USA,Allegheny,40.468789,-79.954764,(412) 622-4343,http://www.sfhs.edu,,700
St John Vianney Hospital,,151 Woodbine Rd,Downingtown,PA,19335,USA,Chester,40.012808,-75.685628,(610) 269-2600,http://www.sjvcenter.org,,42
St Joseph Medical Center,,215 N 12th St,Reading,PA,19604,USA,Berks,40.338557,-75.913972,(610) 378-2000,http://www.sjmcberks.org,,267
State Corr Inst At Camp Hill,,2500 Lisburn Rd,Camp Hill,PA,17011,USA,Cumberland,40.217586,-76.922591,(717) 737-4531,,,34
State Correctional Inst Hosp,,Doerr St,Pittsburgh,PA,15233,USA,Allegheny,40.4689316,-80.0419261,(412) 761-1955,,,27
Suburban General Hospital,,100 S Jackson Ave,Pittsburgh,PA,15202,USA,Allegheny,40.495424,-80.059805,(412) 734-6000,http://www.wpahs.org,,118
Susquehanna Health System,,1001 Grampian Blvd,Williamsport,PA,17701,USA,Lycoming,41.260792,-76.986222,(570) 320-7000,http://www.shscares.org,,424
"Temple East, Neumann Med Ctr",,1741 Frankford Ave,Philadelphia,PA,19125,USA,Philadelphia,39.975597,-75.132326,(215) 291-2000,http://www.neumann.org,,166
"Temple East, Northeastern Hosp",,2301 E Allegheny Ave,Philadelphia,PA,19134,USA,Philadelphia,39.989607,-75.107238,(215) 291-3000,,,258
Temple University Hospital,,N Broad St &amp; W Ontario St,Philadelphia,PA,19140,USA,Philadelphia,40.00468,-75.152239,(215) 707-2000,http://www.health.temple.edu/tuh,,483
Torrance State Hospital,,Torrance Rd,Blairsville,PA,15717,USA,Indiana,40.4130552,-79.2417852,(724) 459-8000,,,335
Troy Community Hospital,,100 John St,Troy,PA,16947,USA,Bradford,41.78713,-76.785603,(570) 297-2121,http://www.guthrie.org,,35
Tyrone Hospital,,1 Hospital Dr,Tyrone,PA,16686,USA,Blair,40.676184,-78.252751,(814) 684-1255,,,59
U S Penitentiary Infirmary,,7th St,Lewisburg,PA,17837,USA,Union,40.9558759,-76.8814354,(570) 523-1251,,,17
Union City Memorial Hospital,,130 N Main St,Union City,PA,16438,USA,Crawford,41.906657,-79.844834,(814) 438-1000,http://www.ucmhsv.org,,23
Upmc Braddock,,400 Holland Ave,Braddock,PA,15104,USA,Allegheny,40.405746,-79.870377,(412) 636-5000,http://www.upmc.edu,,134
Upmc Lee Regional,,320 Main St,Johnstown,PA,15901,USA,Cambria,40.326473,-78.921333,(814) 533-0123,http://www.upmc.edu/lee/,,212
Upmc Shadyside,,5230 Centre Ave,Pittsburgh,PA,15232,USA,Allegheny,40.455211,-79.940611,(412) 623-2121,http://www.upmc.edu,,508
Upmc South Side,,2000 Mary St,Pittsburgh,PA,15203,USA,Allegheny,40.42583,-79.977733,(412) 488-5550,http://www.upmc.edu/southside/,,136
Va Pittsburgh Healthcare Syst,,Delafield Rd,Pittsburgh,PA,15215,USA,Allegheny,40.4903933,-79.8971724,(412) 784-3900,http://www.pitt.edu,,781
Veterans Affairs Med Center,,325 New Castle Rd,Butler,PA,16001,USA,Butler,40.874333,-79.943124,(724) 287-4781,http://www.va.gov/station/529-butler,,149
Veterans Affairs Med Center,,University &amp; Woodland Avenues,Philadelphia,PA,19104,USA,Philadelphia,39.9583587,-75.1953934,(215) 823-5800,http://www.va.gov/sta/guide/home.asp,,389
Warminster Hospital,,225 Newtown Rd,Warminster,PA,18974,USA,Bucks,40.184654,-75.080358,(215) 441-6600,http://www.warminsterhospital.com,,132
Warren State Hospital,,33 Main Dr,Warren,PA,16365,USA,Warren,41.878935,-79.145189,(814) 723-5500,http://www.hslc.org/~warmedlib/,,333
Wernersville State Hospital,,U.S. 422,Wernersville,PA,19565,USA,Berks,40.332378,-76.090867,(610) 670-4111,http://www.geocities.com/Heartland/Valley/8638/,,262
Aguadilla General Hospital,,Carr Aguadilla San Juan,Aguadilla,PR,,USA,,,,(787) 819-0880,,,110
Arecibo Regional Hospital,,129 San Luis Avenue,Arecibo,PR,,USA,,,,(787) 878-7272,,,188
Ashford Presbyterian Comm Hosp,,1451 Ashford Avenue Condado,San Juan,PR,,USA,,,,(787) 721-2160,,,194
Auxilio Mutuo Hospital,,Ponce De Leon Avenue,San Juan,PR,918,USA,San Juan,,,(787) 758-2000,,,402
Bella Vista Hospital,,State Road 349,Mayaguez,PR,,USA,,,,(787) 834-6000,,,155
Cardiovascular Center Of Pr,,Americo Miranda Centro Medico,San Juan,PR,,USA,,,,(787) 754-8500,,,120
Castaner General Hospital,,"Km 64-2, Route 135",Castaner,PR,,USA,,,,(787) 829-5010,,,24
Clinica Espanola,,Barrio La Quinta,Mayaguez,PR,,USA,,,,(787) 832-0442,,,69
Clinica San Agustin,,"Route 2, Km 49-5",Manati,PR,674,USA,Manati,,,(787) 854-2091,,,12
Cupey Hospital & Nrsg Home,,El Senorial Mail Station 250,Rio Piedras,PR,,USA,,,,(787) 761-8383,,,160
Doctors Center,,Km 47-7,Manati,PR,,USA,,,,(787) 854-3322,,,150
Doctors Hospital,,1395 calle San Rafael,San Juan,PR,909,USA,San Juan,18.445469,-66.073565,(787) 723-2950,,,89
Dr Pila's Hospital,,Avenida Las Americas,Ponce,PR,,USA,,,,(787) 848-5600,,,177
Dr Ramon E Betances Hosp,,410 Hostos Avenue,Mayaguez,PR,680,USA,Mayaguez,,,(787) 834-8686,,,253
First Hospital Panamericano,,State Road 787 Km 1 5,Cidra,PR,,USA,,,,(787) 739-5555,,,165
Font Martelo Hospital,,3 calle Font Martelo e,Humacao,PR,791,USA,Humacao,18.150551,-65.826308,(787) 852-2424,,,64
Hosp Episcopal Cristo Redentor,,Avenue Pedro Albesus,Guayama,PR,,USA,,,,(787) 864-4300,,,124
Hosp Universitario Dr R Arnau,,"Avenue Laurel, Santa Juanita",Bayamon,PR,,USA,,,,(787) 787-5151,,,341
Hospital De Damas,,Ponce By Pass,Ponce,PR,,USA,,,,(787) 840-8686,,,267
Hospital De La Concepcion,,41 Luna Street,San German,PR,683,USA,San German,,,(787) 892-1860,,,167
Hospital Del Maestro,,550 Sergio Cuevas,San Juan,PR,918,USA,San Juan,,,(787) 758-8383,,,247
Hospital Doctor Gubern,,110 calle Antonio R Barcelo,Fajardo,PR,738,USA,Fajardo,18.325364,-65.650807,(787) 863-0669,,,51
Hospital Dr Federico Trilla,,"65th Infanteria, Km 8 3",Carolina,PR,,USA,,,,(787) 757-1800,,,220
Hospital Dr Susoni,,55 Nicomedes Rivera Street,Arecibo,PR,,USA,,,,(787) 878-1010,,,138
Hospital El Buen Pastor,,52 De Diego,Arecibo,PR,612,USA,Arecibo,,,(787) 878-2730,,,72
Hospital Episcopal San Lucas,,Guadalupe Street,Ponce,PR,,USA,,,,(787) 840-4545,,,287
Hospital Hermanos Melendez,,"Route 2, Km 11-7",Bayamon,PR,,USA,,,,(787) 620-8181,,,211
Hospital Interamericano,,Avenida Luis Munoz Marin,Caguas,PR,,USA,,,,(787) 743-3434,,,300
Hospital Matilde Brenes,,Extension Hermanas Davila,Bayamon,PR,,USA,,,,(787) 786-0050,,,95
Hospital Menonita De Cayey,,4 H Mendoza Street,Cayey,PR,736,USA,Cayey,,,(787) 263-1001,,,50
Hospital Metropolitan,,1785 Route 21,San Juan,PR,,USA,,,,(787) 782-9999,,,119
Hospital Oncologico Grillasca,,Centro Medico De Ponce,Ponce,PR,,USA,,,,(787) 848-0800,,,50
Hospital Pavia-Hato Rey,,435 avenida Juan Ponce de Leon,San Juan,PR,901,USA,San Juan,18.464724,-66.093908,(787) 754-0909,,,180
Hospital Pavia-Santurce,,1462 Asia Street,San Juan,PR,909,USA,San Juan,,,(787) 727-6060,,,183
Hospital Perea,,15 Basora Street,Mayaguez,PR,,USA,,,,(787) 834-0101,,,82
Hospital San Francisco,,371 Avenida De Diego,San Juan,PR,923,USA,San Juan,,,(787) 767-2528,http://www.sanpablo.com,,160
Hospital San Pablo,,Calle Santa Cruz 70,Bayamon,PR,961,USA,Bayamon,,,(787) 740-4747,http://www.sanpablo.com,,364
Hospital San Pablo Del Este,,"Avenida General Valero, 404",Fajardo,PR,,USA,,,,(787) 863-0505,http://www.sanpablo.com,,130
Hospital Santa Rosa,,Veterans Avenue,Guayama,PR,,USA,,,,(787) 864-0101,,,89
I Gonzalez Martinez Hospital,,Puerto Rico Medical Center,Hato Rey,PR,,USA,,,,(787) 765-2382,,,42
Industrial Hospital,,Puerto Rico Medical Center,San Juan,PR,,USA,,,,(787) 764-3660,,,125
Lafayette Hospital,,Central Lafayette,Arroyo,PR,,USA,,,,(787) 839-3232,,,40
Mennonite General Hospital,,Jose Vasquez,Aibonito,PR,,USA,,,,(787) 735-8001,,,131
Mepsi Center,,Carretera Numero 2 'K' 8-2,Bayamon,PR,959,USA,Bayamon,,,(787) 793-3030,,,450
Ponce Regional Hospital,,917 Tito Castro Avenue,Ponce,PR,731,USA,Ponce,,,(787) 844-2080,,,324
San Carlos General Hospital,,1822 Ponce De Leon Avenue,San Juan,PR,909,USA,San Juan,,,(787) 727-5858,,,66
San Jorge Children's Hospital,,258 calle San Jorge,San Juan,PR,912,USA,San Juan,18.446648,-66.063001,(787) 727-1000,,,85
San Juan Bautista Medical Ctr,,Carretera Caguas 'A' Cidra,Caguas,PR,,USA,,,,(787) 744-2500,,,256
San Juan Capestrano Hospital,,"Rural Route 2, Box 11",San Juan,PR,926,USA,San Juan,,,(787) 760-0222,,,88
Southern Medical Center,,Carretera 128 Km 1,Yauco,PR,,USA,,,,(787) 856-1000,,,106
State Psychiatric Hospital,,Monacillos Avenue,San Juan,PR,,USA,,,,(787) 766-4646,,,425
U S Naval Hospital,,,Roosevelt Roads,PR,,USA,,,,(787) 865-5762,,,35
University Hospital,,Nineyas 869 Rio Piedras,San Juan,PR,926,USA,San Juan,,,(787) 777-3535,,,297
University Pediatric Hospital,,,San Juan,PR,919,USA,San Juan,,,(787) 777-3535,,,135
Veterans Affairs Med Center,,One Veterans Plaza,San Juan,PR,936,USA,San Juan,,,(787) 641-7582,http://www.va.gov/sta/guide/home.asp,,693
Wilma N Vazquez Medical Center,,"Km 391/2 Road 2, Call Box 7001",Vega Baja,PR,,USA,,,,(787) 858-1580,,,150
Butler Hospital,,345 Blackstone Blvd,Providence,RI,2906,USA,Providence,41.846142,-71.386663,(401) 455-6200,http://www.butler.org,,105
Eleanor Slater Hospital,,14 Harrington Rd,Cranston,RI,2920,USA,Providence,41.74422,-71.466065,(401) 462-3085,,,480
Emma Pendleton Bradley Hosp,,1011 Veterans Memorial Pky,East Providence,RI,2915,USA,Providence,41.792102,-71.365864,(401) 432-1000,http://www.lifespan.org,,60
Newport Hospital,,11 Friendship St,Newport,RI,2840,USA,Newport,41.497673,-71.306244,(401) 846-6400,http://www.lifespan.org,,148
Rehabilitation Hospital,,116 Eddie Dowling Hwy,North Smithfield,RI,2896,USA,Providence,41.980244,-71.513375,(401) 766-0800,,,70
Abbeville County Mem Hospital,,901 W Greenwood St,Abbeville,SC,29620,USA,Abbeville,34.161261,-82.383175,(864) 459-5011,,,40
Allen Bennett Hospital,,313 Memorial Dr,Greer,SC,29650,USA,Greenville,34.94678,-82.235374,(864) 848-8200,http://www.ghs.org,,146
Allendale County Hospital,,Highway 278 West,Fairfax,SC,29827,USA,Allendale,,,(803) 632-3311,,,80
B J Workman Memorial Hospital,,751 E Georgia St,Woodruff,SC,29388,USA,Spartanburg,34.74555,-82.023368,(864) 560-9100,http://www.srhs.com,,43
Bamberg County Mem Hospital,,North St &amp; McGee St,Bamberg,SC,29003,USA,Bamberg,33.30721,-81.029329,(803) 245-4321,,,128
Cannon Memorial Hospital,,123 W G Acker Dr,Pickens,SC,29671,USA,Pickens,34.874747,-82.706571,(864) 878-4791,http://www.cannonhospital.org,,42
Carolina Center For Behav Hlth,,2700 E Phillips Rd,Greer,SC,29650,USA,Greenville,34.86362,-82.227743,(864) 968-6300,http://www.charterbehavioral.com/locations/sc_gville.html,,66
Carolinas Hospital System,,805 Pamplico Hwy,Florence,SC,29505,USA,Florence,34.159777,-79.754906,(843) 674-5000,http://www.carolinashospital.com,,315
Charleston Memorial Hospital,,326 Calhoun St,Charleston,SC,29401,USA,Charleston,32.78197,-79.950334,(843) 953-8300,http://www.musc.edu,,113
Chesterfield General Hospital,,S Carolina 9,Cheraw,SC,29520,USA,Chesterfield,34.7032468,-79.9486639,(843) 537-7881,http://www.chs.net/chesterfield.html,,58
Clarendon Memorial Hospital,,10 W Hospital St,Manning,SC,29102,USA,Clarendon,33.68778,-80.212422,(803) 435-8463,,,56
East Cooper Reg Med Center,,1200 Johnnie Dodds Blvd,Mt Pleasant,SC,29464,USA,Charleston,32.813785,-79.856646,(843) 881-0100,http://www.tenethealth.com,,112
Fairfield Memorial Hospital,,102 Us Highway 321 Byp N,Winnsboro,SC,29180,USA,Fairfield,34.372438,-81.100804,(803) 635-5548,,,33
G Werber Bryan Psychiatric Hsp,,220 Faison Dr,Columbia,SC,29203,USA,Richland,34.082579,-80.978212,(803) 935-7146,http://www.state.sc.us/dmh/bryan/index.html,,251
Georgetown Memorial Hospital,,606 Black River Rd,Georgetown,SC,29440,USA,Georgetown,33.379224,-79.285288,(843) 527-7000,http://www.gmhsc.com,,141
Hampton Regional Med Ctr,,503 W Carolina Ave,Varnville,SC,29944,USA,Hampton,32.855226,-81.087812,(803) 943-2771,,,36
Healthsouth Rehab Hospital,,900 E Cheves St,Florence,SC,29506,USA,Florence,34.195968,-79.755795,(843) 679-9000,http://www.healthsouth.com,,88
Healthsouth Rehab Hospital,,2935 Colonial Dr,Columbia,SC,29203,USA,Richland,34.027084,-81.027516,(803) 254-7777,http://www.healthsouth.com,,87
Healthsouth Rehab Hospital,,9181 Ned Com Street,North Charleston,SC,29406,USA,Charleston,32.9221152,-80.0367259,(843) 820-7777,http://www.healthsouth.com,,42
Hope Hospital,,102 Hope Dr,Lockhart,SC,29379,USA,Union,34.791406,-81.462283,(864) 545-6500,,,10
Kershaw County Medical Center,,Haile St &amp; Roberts St,Camden,SC,29020,USA,Kershaw,34.25499,-80.591129,(803) 432-4311,,,188
Laurens County Healthcare Syst,,Hwy 76 W,Clinton,SC,29325,USA,Laurens,34.472699,-81.924392,(864) 833-9100,http://www.lchcs.org,,90
Low Country General Hospital,,U.S. 278,Ridgeland,SC,29936,USA,Jasper,32.499671,-80.98913,(843) 717-3300,,,31
Mary Black Health System,,1700 Skylyn Dr,Spartanburg,SC,29307,USA,Spartanburg,34.978653,-81.893616,(864) 573-3000,,,212
Mcleod Regional Medical Center,,555 E Cheves St,Florence,SC,29506,USA,Florence,34.195999,-79.76008,(843) 667-2000,http://www.mcleodregional.org,,411
Midlands Center,,8301 Farrow Rd,Columbia,SC,29203,USA,Richland,34.092003,-80.972215,(803) 935-7508,,,24
Moncrief Army Community Hosp,,4500 Stuart St,Columbia,SC,29207,USA,Richland,34.011885,-80.939615,(803) 751-2284,,,60
Morris Alcohol Treatment Cntr,,610 Faison Dr,Columbia,SC,29203,USA,Richland,34.084462,-80.990722,(803) 935-7100,,,174
Naval Hospital,,1 Pinckney Blvd,Beaufort,SC,29902,USA,Beaufort,32.391976,-80.685599,(843) 228-5301,,,20
Naval Hospital,,3600 Rivers Ave,North Charleston,SC,29405,USA,Charleston,32.857584,-79.980413,(843) 743-7000,http://www.nhchasn.med.navy.mil,,15
Palmetto Lowcountry Behav Hlth,,2777 Speissegger Dr,North Charleston,SC,29405,USA,Charleston,32.841149,-79.973206,(843) 747-5830,,,70
Palmetto Richland Mem Hosp,,Medical Park Rd,Columbia,SC,29203,USA,Richland,34.0295001,-81.0345579,(803) 434-7000,http://www.rmh.edu,,603
Piedmont Healthcare System,,222 Herlong Ave,Rock Hill,SC,29732,USA,York,34.955367,-81.051545,(803) 329-1234,http://www.tenethealth.com,,276
Regional Med Ctr Of Orangeburg,,3000 Saint Matthews Rd,Orangeburg,SC,29118,USA,Orangeburg,33.542017,-80.832132,(803) 533-2200,http://www.regmed.com,,286
Roper Hospital North,,2750 Speissegger Dr,North Charleston,SC,29405,USA,Charleston,32.84098,-79.972115,(843) 745-2800,,,104
Shriners Hosps For Children,,950 W Faris Rd,Greenville,SC,29605,USA,Greenville,34.816146,-82.412815,(864) 271-3444,http://www.shrinershq.org,,50
South Carolina State Hospital,,2100 Bull St,Columbia,SC,29201,USA,Richland,34.014896,-81.034097,(803) 898-2261,,,361
Spartanburg Hospital,,389 Serpentine Dr,Spartanburg,SC,29303,USA,Spartanburg,34.966607,-81.936434,(864) 560-3280,http://www.srhs.com,,65
Spring Brook Behavioral Syst,,1 Chestnut Mountain Rd,Travelers Rest,SC,29690,USA,Greenville,35.102674,-82.401112,(864) 834-8013,,,44
Summerville Medical Center,,295 Midland Pky,Summerville,SC,29485,USA,Dorchester,32.964799,-80.157433,(843) 832-5100,http://www.tridenthealthsystem.com,,84
Three Rivers Center For Health,,2900 Sunset Blvd,West Columbia,SC,29169,USA,Lexington,34.006277,-81.120881,(803) 796-9911,http://www.charterbehavioral.com,,66
U S Air Force Hospital Shaw,,431 Meadowlark St,Sumter,SC,29152,USA,Sumter,33.970708,-80.488773,(803) 895-6324,http://www.shaw.af.mil,,8
